,Question_Links,Views,Upvotes,Spaces,Questions,Answers
255,https://www.quora.com/Is-RPA-a-good-skill/answer/Kamal-Raj-17,32,–,www.quora.com,Is-RPA-a-good-skill,"It is a very important skill that is well on its way to transform how the IT is being transformed now. A skill that can be easily picked up and applied. There are enormous communities around good softwares, so learning them will be a cake walk.
RPA and CPS (Cyber Physical Systems) are part of the IOT future that is built using the Web3 tech. (hmm, alot of jargons eh??) Brave new world is just getting unfolded. Start with RPA, then the rest of the ideas will automatically latch on.
On the side note, take a look at Python. This language is a serious contender for all the automation softwares. Python has many functions and libraries that abstract away the interactions with the computer hardware and low level Assembly / Web languages. Once you have a grip on python, then most of the world applications can be automated.
Have a unstoppable Life. Its yours."
256,https://www.quora.com/How-do-you-sustain-your-passion-as-you-make-progress/answer/Kamal-Raj-17,31,–,www.quora.com,How-do-you-sustain-your-passion-as-you-make-progress,"My Strategy is,
Reading lot of Biographies, of Masters of the Nature.
Leonardo Da Vinci,
Dalai Lama
Sidartha, The Budda
Andrew Carnegie
Pericles, Mandela, JP Morgan, Rothschild, Sherlock Holmes…
Ben Franklin
Nikola Tesla
Warren Buffett
Casanova, Don Juan
Political Philosophy of Plato, Aristotle.
The important word is “Nature”… See the ultimate goal is Self-realisation. However this realisation is subjective to each person who experiences life.
When the going gets tough, you Incentivise your Psyche to go to the next level. Measure and make up the next goal that you have to reach.
List down most interesting TODO list ever, for next ten years and start completing them.
Believe in Abundance, afterall any other Philosophy will slow you down. Importantly surround yourself with people who believe in you. This belief comes from your actions, habits, character. They will feel it, get attracted to it, engrossed in it.
Have an unstoppable Life. Its happening the moment you read this answer…. :D"
257,https://www.quora.com/Is-there-any-work-in-progress-which-can-be-as-life-changing-as-the-internet/answer/Kamal-Raj-17,50,1,www.quora.com,Is-there-any-work-in-progress-which-can-be-as-life-changing-as-the-internet,"Blockchain and Web3 technology
Wireless Power transmission(not just data)
Artificial engineering and Machine Learning
Drones, self driving cars and Flying machines(more like flying cars)
Electric cars motors, battery technology and management system
Decentralised organisation and Data driven organisation
3D Hologram technology combined with Argumented reality
Argumented reality with data analysis. (This is a new job market, where users ask for new data stream to see the world)
Swarm Robotics. ++ for this technology since division of work between the robots will be autonomous and very efficient.
Quantum computing and programming. The world of regular computers will jump a notch higher as better quantum programmers emerge. Major universities are giving free courses already
Slew of new Virtual reality programs are opening up. Working in a virtual world might give more returns on your time investment than working in physical world. A smartphone and a internet connection is what required
5G tech is already out. The tech for spreading the devices will include most of the above technology I have listed."
258,https://www.quora.com/What-should-I-do-besides-actively-applying-for-jobs-being-an-unemployed-computer-engineer-from-NSIT-2015-with-3-years-of-experience/answer/Kamal-Raj-17,35,–,www.quora.com,What-should-I-do-besides-actively-applying-for-jobs-being-an-unemployed-computer-engineer-from-NSIT-2015-with-3-years-of-experience,"The skills of a computer engineer is in high demand.
Computer engineers can look at the world and convert it into digital input for his/her programs. I am a mechanical engineer who is throughly fascinated with computers. I make my living by providing cooling solution to the network chips and high speed processors, so being at the cutting edge is not just sufficient. Have to be at the “bleeding edge”
First: Get your self up and running on Kaggle. Did you know, by joining competitions you can ear..."
259,https://www.quora.com/Waiting-In-Line-Challenge-Or-Chance/answer/Kamal-Raj-17,6,–,www.quora.com,Waiting-In-Line-Challenge-Or-Chance,"Every where we wait in line. Even great leaders wait in line or have waited in line in the past. This is a chance to show your leadership to wait in line and learn the process that is going on. Entire religious rituals are based on reinforcing this activity as a challenge to see the god.
Behind all this the idea of delayed gratification and prolonged meditation. When you have to do a project of a life time there too you have to stand in line for many things. As I was typing this, one of my own family challenge dawned on me, and thought how would I stand as a leader and patiently solve it.
Even with computers the programs run very fast inside but to users, it is still slow. Imagine a switch bring thrown of and on, at a trillions times per second. That is the speed with which the smartphone processor works today. All we do is, get frustrated if the app doesn't load, and change the phone. In the past, there was no such option. One had to improve the way they work with the phone and continue using it.
I hope that seeing the queue as a chance to take on a new challenge is the reality. Every where you have to be patient and get what you are after. So there you go, a metaphysical answer for a well thought question. One can keep on talking for hours, and it will never stop. Stories, new experience and encounters will flow.
Thanks for asking."
260,https://www.quora.com/What-is-the-best-way-of-dealing-with-work-stress-in-technology-companies-10hr-days-never-ending-meetings-deadlines-etc/answer/Kamal-Raj-17,43,–,www.quora.com,What-is-the-best-way-of-dealing-with-work-stress-in-technology-companies-10hr-days-never-ending-meetings-deadlines-etc,"One line answer
Read Tesla's Biography and autobiography"
261,https://www.quora.com/What-is-was-your-productivity-when-forced-to-work-remotely-due-to-the-lockdown-Did-you-get-more-or-less-productive/answer/Kamal-Raj-17,34,–,www.quora.com,What-is-was-your-productivity-when-forced-to-work-remotely-due-to-the-lockdown-Did-you-get-more-or-less-productive,"Productivity increased drastically since I am working in the comfort of the home. Also there is usually no disturbance and unwanted distraction.
Ability to relax, and close your eyes without being questioned by the colleagues is a welcome idea. Privacy is important for the creative energy to flow. So in my case of business development it worked.
Also the team is important. They should work closely. We always keep the meeting channel open, so we are just a click away.
Have a great time."
262,https://www.quora.com/Where-do-you-see-content-creators-five-years-from-now/answer/Kamal-Raj-17,36,–,www.quora.com,Where-do-you-see-content-creators-five-years-from-now,"Hypothetical situations of the future is independent on the present. Especially our minds and creative process depends mainly on current attributes or features we are aware of. Some new job roles which are rapidly developing….
Data engineer:
Data will be all around us, but the data needs to be made pallatable to the consumers. The consumer can be a robot, a scientist or a business. Humans will get the job engineering new data to make robots to learn the process.
Receipe builder:
Every data needs to go thru rigorous exploration by a human. Insights are still in human realm, and to build insights some one has to look at the data. Once that is done, new robots can be built with that model. Already cooking robots are coming up which takes the existing recepies and make the dish.
Mind Writer:
Mind reading devices will be a common place, and the contents of the minds will be poured out by the masses. How the companies will make the reader wearable is still a big question. Think about a skull cap filled with sensors, and connecting to your smart phone. Rather a Mind phone.
Consciousness Modeller
Advent of taking data from minds all over the world can lead to new consciousness being created. These programs can be run to create new VIs and robotic assistants around your house. Even the regular phone will have the ability to make conversation with us as the consciousness programs run on them.
The content would be totally different. Still the above predictions are based on technology already pushed to mainstream by the big companies. Whole new culture will come up defending on these new tools and application."
263,https://www.quora.com/How-do-you-cope-up-in-a-workplace-where-you-are-the-only-teen-and-everyone-around-you-i-e-seniors-take-you-for-granted/answer/Kamal-Raj-17,19,–,www.quora.com,How-do-you-cope-up-in-a-workplace-where-you-are-the-only-teen-and-everyone-around-you-i-e-seniors-take-you-for-granted,"Read a lot of books about teen inventors and artists. It helps to concentrate on improving your trade and experience. Take Tesla, Leonardo they were relentless workers and spent their waking hours thinking about only one thing.
When you show such determination and direction, you will realise how distracted the seniors are. Unbelievable??
There is a story about the boy who walked with the oil filled to the brim, around the town. When he completed the round, he did not remember any of the towns folk commenting about him…
Having such clarity in mind is more important. Rest will be take care automatically."
264,https://www.quora.com/If-you-could-wake-up-tomorrow-with-one-new-skill-or-quality-what-would-it-be/answer/Kamal-Raj-17,19,–,www.quora.com,If-you-could-wake-up-tomorrow-with-one-new-skill-or-quality-what-would-it-be,"Exploratory data analysis.
Every one will have so much data that collection of insights would be the skill most required. I am working on it myself… through books and softwares."
265,https://www.quora.com/What-are-some-advice-for-a-35-year-old-single-woman-who-wants-to-experience-love/answer/Kamal-Raj-17,74,–,www.quora.com,What-are-some-advice-for-a-35-year-old-single-woman-who-wants-to-experience-love,"You are 35 years youngster and have a long way to go, and deserve all the love you want.
Question is do you accept the above statement? Have no doubt and say YES I accept. Don't just twiddle your fingers…
Around You : For the Love to be really experienced has to be attracted. In the current society, love is being chased as if it is a elusive unicorn. Love as I experienc is around you, the very moment you are reading this answer. No need to chase it or find it.
Lovibrations: Love vibes you create has profound impact on the level of love you experience. Attracting the soulmate who loves you the way you want, happens when you love yourself the way you want. (This is the important point)
Be a Calm n Peaceful Amnesiac: I am sure you would have had fair share of crushes and failures at this point of life. FORGET THEM. Yep, make peace with your self, accept you are fallible and gullible human being. Then start everyday anew. This makes attracting peace and calm easy. Because being peaceful and calmness brings you 95% closer to love.
5% Love: Rest 5% the other person who comes in your life takes it up. The same way you also fill their 5% need. Be relaxed and open when you find someone liking you. Observe them with your calmness. Distance yourself and see the way you are behaving from the top.
Read art of happiness and Book of Joy by Dalai Lama. A man who had faced lots of hardships, fare share of challenges and still growing young at heart everyday. How is that possible? Being happy is foremost idea that we have to realise. Rest of the decision can be taken easily…
Sending you the Lovibrations so you can find your Soulmate. Have a great future."
266,https://www.quora.com/How-do-you-plan-your-next-ten-years/answer/Kamal-Raj-17,59,1,www.quora.com,How-do-you-plan-your-next-ten-years,"You start at looking at the past first… your next 10 years will be like the past 10 years if you do samething. You know what you should not do.. That settled.
Start with the present and decide to do something small, like smiling everyday morning. There are other things you can try.
Here is a list I decided for Feb month. I made most of it my habit today
Then move to 6 months, then to a year. Then finally 10 years. It is an act of self discovery. Take your time and all the very best…"
267,https://www.quora.com/How-do-you-learn-all-new-technologies-in-less-time-and-come-with-a-job/answer/Kamal-Raj-17,307,–,www.quora.com,How-do-you-learn-all-new-technologies-in-less-time-and-come-with-a-job,"By learning one new technology at a time.
Being curious.
Playing video games. Many games are now available which have deep story and awesome graphics
Listening to lectures on future tech, like quantum computing and IOT.
Reading sci-fi novels of Asimov, Clarke, Stephenson.
Learn about the greatest inventors of our times and the past
Day dreaming. Since the technology usually that is worth it enables you to imagine and create.
Becoming very active in circles where such discussion happens.
Learn physics and chemistry again. Work with small kids on projects. Build something unusual.
Hack your own laptop. Think what you will do if your laptop hdd crashes, or if your kid breaks the display..
Play with toy robot, motor and controller kits.
Hope to see you on the other side"
268,https://www.quora.com/My-partner-says-I-should-take-free-pass-and-fool-around-with-another-woman-without-repercussions-She-thinks-it-will-bring-us-closer-together-I-dont-believe-it-will-What-should-I-do/answer/Kamal-Raj-17,112,1,www.quora.com,My-partner-says-I-should-take-free-pass-and-fool-around-with-another-woman-without-repercussions-She-thinks-it-will-bring-us-closer-together-I-dont-believe-it-will-What-should-I-do,"This has become a fad among the females…. As 007 would say, Brave new World.
Really the Males in this society have to get something more useful to do. like having self love and passion. It is better than just waiting to be loved and commanded by their partners and lovers. Seriously, think what would have happened if freedom fighters, inventors, entrepreneurs were behind their girls like us.. Shameful situation. Guys lets wake up for once.. And stay awake.
Also, read a bit of Robert Greene's art of Seduction. IMHO you are boring her to death, give her space man."
269,https://www.quora.com/How-will-the-job-market-change-in-20-30-years-due-to-robots-If-there-are-no-jobs-how-will-people-have-any-income-to-spend-in-order-to-keep-up-the-economy-I-heard-even-many-medical-jobs-could-be-significantly-reduced/answer/Kamal-Raj-17,36,–,www.quora.com,How-will-the-job-market-change-in-20-30-years-due-to-robots-If-there-are-no-jobs-how-will-people-have-any-income-to-spend-in-order-to-keep-up-the-economy-I-heard-even-many-medical-jobs-could-be-significantly-reduced,"Being A Robot is a wonderful feeling. All time working, no sleeping or even eating. Charging can happen as the Robot works. Water, air and food are never an issue, and forget the dress because a Robot comes dressed up.
With all this kind of sci-fi thinking all we have achieved is fear and ignorance. The work of humans is really the work of genes. Simply to procreate and become better version.
Today we have so much population because the baby boomers were busy making babies to take care of them ..."
270,https://www.quora.com/How-do-I-learn-to-code-from-scratch-Do-programmers-code-from-scratch/answer/Kamal-Raj-17,25,–,www.quora.com,How-do-I-learn-to-code-from-scratch-Do-programmers-code-from-scratch,"Nope they don't code from Scratch.
They are given templates on which the code needs to written.
I would suggest the Mit open courseware on Python programming is a great start. I learnt a lot by simply following the book and the course.
Have a great future."
271,https://www.quora.com/Sometimes-life-can-feel-a-little-overwhelming-How-do-I-cope-with-this/answer/Kamal-Raj-17,22,–,www.quora.com,Sometimes-life-can-feel-a-little-overwhelming-How-do-I-cope-with-this,"Look at it from a different perspective.
If you are taking on more work then someone else is doing less work.
Or
You have to learn doing your work differently
Or
Learn to do less work and get more things done.
You work to get things done, not to just get tired. You have gym for that. In workplace the above three points needs to be reviewed.
Have a great time."
272,https://www.quora.com/Why-do-many-people-consider-Elon-Musk-to-be-a-shady-person/answer/Kamal-Raj-17,48,–,www.quora.com,Why-do-many-people-consider-Elon-Musk-to-be-a-shady-person,"He is a Shady person, like he can weild the masses like magic. Being shady is a very subjective but if you ask how he gets his power, then you will look deeper.
One another person who had such reputation is Nikola Tesla.
Every community and era has one such mega character. Edison comes to mind, and he created change so important that our lives depend on it. Alternating Current. While Tesla, the real inventor lost his life trying to bring is fabulous inventions to real public.
Nikola Tesla was also considered a shady person too. His inventions were intuitive and simple. Like how Elon is making things to look, very simple. In reality, deep understanding and heavy experimenting is involved which is not seen by the public. Read about the Elon’s Biography to learn the challenges and his unique position he was in before deciding on his level of shadiness…
I too thought Elon was Shady and researched in depth about him. He is different, he introduced me to issac asimov Foundation series, to world of Crypto, space age and pure science. .
Be curious, have a great day ."
273,https://www.quora.com/What-should-we-expect-from-debates/answer/Kamal-Raj-17,23,–,www.quora.com,What-should-we-expect-from-debates,"To learn that ideas that are looking and feeling aesthetically beautiful will win. The debaters ego and their belief are involved in the debate, so they usually forget about the real cause and fight for being right.
Debates are useful for figuring out the leaders, and influencers among a group. Also it shows which idea is very prevalent in that period.
Have a great time ahead."
274,https://www.quora.com/How-do-I-debate-I-have-my-first-debate-session-My-topic-is-Just-because-you-can-doesnt-mean-you-should-What-are-some-ideas-and-points-that-I-should-keep-in-mind/answer/Kamal-Raj-17,13,–,www.quora.com,How-do-I-debate-I-have-my-first-debate-session-My-topic-is-Just-because-you-can-doesnt-mean-you-should-What-are-some-ideas-and-points-that-I-should-keep-in-mind,"Debate is a very Important activity of any democratic citizen. Cicero to Biden, this is one skill that has not changed. Oh and we humans love to talk. It never gets old.
Watch the movie The Great Debaters by Denzel Washington, where he extols the virtue of debate and teaches the students how to debate in the racist american society. Movie every public speaker and debater must watch
In Debate you are either affirmative or against the topic. Prepare on the topic throughly.
Read atlas shrugged book by Ayn Rand. A real eye-opener on how your self is more important and being selfish is root for all innovation. She has written the book to extol virtue of money, capitalism and human creativity.
There are simple steps to learn debating, so take them one at a time. Have a great debate."
275,https://www.quora.com/What-two-things-should-I-do-after-a-meeting/answer/Kamal-Raj-17,37,–,www.quora.com,What-two-things-should-I-do-after-a-meeting,">> Write a summary of the meeting with a Thankyou note.
>> Action items that were discussed during the meeting to be lised and shared with everyone in meeting
>> Pull the members who needs to take the actions from your side and plan the next steps.
>> Keep your next meeting plan ready."
276,https://www.quora.com/I-need-simple-books-to-read-because-I-want-to-improve-my-communication-skills-Which-book-could-be-better-to-read-and-understand/answer/Kamal-Raj-17,40,–,www.quora.com,I-need-simple-books-to-read-because-I-want-to-improve-my-communication-skills-Which-book-could-be-better-to-read-and-understand,Start with Roald dahl books. His english is simple.
277,https://www.quora.com/If-I-am-new-in-software-industry-which-technology-should-I-learn-to-remain-longer-in-the-industry-How-should-I-learn-if-I-have-to-learn-it-by-on-my-own/answer/Kamal-Raj-17,190,–,www.quora.com,If-I-am-new-in-software-industry-which-technology-should-I-learn-to-remain-longer-in-the-industry-How-should-I-learn-if-I-have-to-learn-it-by-on-my-own,"Memes, Information architecture and Algorithms are three areas that needs to be mastered. Algorithms for data structure, problem solving, game theory, artificial intelligence, data science and machine learning are all different.
Begin with learning problem solving algorithms and train yourself to implement them in programming languages like python. Later extend to data Science, machine learning and artificial intelligence. Once you are confident then explore the algorithms for game theory.
Similarly Information architecture is a making the computers to be everywhere. At your finger tips to cloud. Never leaving you alone. How is it done? Info architecture.
Memes..Learn about memes and how it can be leveraged to make the idea spread and stick harder. Programming can be a important skills for making effective meme, since the problem you are solving or the game you are creating might influence how you choose the meme.
You are basically learn to Hack the reality.
Rest of the areas are support structures. Project management, process engineering, software architecture. Have a great future."
278,https://www.quora.com/Can-I-start-learning-Robotics-without-any-money/answer/Kamal-Raj-17,25,–,www.quora.com,Can-I-start-learning-Robotics-without-any-money,"Yep, possible if you have a smartphone and internet connection. Try Edx and MiTx coursewares, they are free and extremely informative."
279,https://www.quora.com/I-am-looking-to-buy-a-metal-body-laptop-It-will-be-used-for-study-purposes-no-gaming-It-should-be-able-to-handle-software-for-machine-learning-deep-learning-and-RPA-Which-is-the-best-to-buy/answer/Kamal-Raj-17,56,–,www.quora.com,I-am-looking-to-buy-a-metal-body-laptop-It-will-be-used-for-study-purposes-no-gaming-It-should-be-able-to-handle-software-for-machine-learning-deep-learning-and-RPA-Which-is-the-best-to-buy,"Metal body or not has little to do with the application you are planning to run. I can confirm that the laptop would be very heavy and not easy to carry around.
I would suggest to get a laptop with i7 processor and atleast 8gb of ram. If 16gb, then it is great. Rest of the configuration won't have much impact since they ars very much standard.
Remember that laptop will stay with you most of the time. So think about what OS you would like to run, and how you want to configure it.Dell and Lenovo have good range of laptop, that are affordable. If reliability is major concerns, then go for HP."
280,https://www.quora.com/How-do-you-pick-a-career-when-you-have-so-many-interests/answer/Kamal-Raj-17,410,1,www.quora.com,How-do-you-pick-a-career-when-you-have-so-many-interests,"You let the field choose you.
We are facing this challenge because, the field we choose has impact on how we live our lives and partners. Its not the case.
When you choose a field at young age and become a master at it, then that field will move you forward. Have a great day."
281,https://www.quora.com/How-do-you-make-a-significant-impact-at-your-company/answer/Kamal-Raj-17,9,–,www.quora.com,How-do-you-make-a-significant-impact-at-your-company,"Of the many ways to create impact, Attention to detail is most important. Showing attention is the avenue to think creativly about a challenge.
Being in the zone when you work will show you the best method in accomplishing the job."
282,https://www.quora.com/How-should-we-encourage-young-minds-to-think-about-being-an-entrepreneur-instead-of-running-behind-jobs-and-medical-or-engineering-profession/answer/Kamal-Raj-17,28,–,www.quora.com,How-should-we-encourage-young-minds-to-think-about-being-an-entrepreneur-instead-of-running-behind-jobs-and-medical-or-engineering-profession,"Your idea is that entrepreneurs are somehow better in someway…
To begin with entrepreneur has training in engineering, management and sometime in related Science. So unless you want the minds to be like Leonardo da vinci who learnt everything from inquiry and curiousity, the minds are better trained with education.
Later, the choice needs to be available in front of the youngsters. This is possible by educating them for self-realization rather than fodder for organisation. Question could be
How might we train the young minds for self-realization rather than running behind foolish near term goals… have a great day.."
283,https://www.quora.com/I-feel-trapped-inside-of-myself-and-I-hate-being-only-one-person-Does-anyone-know-how-to-cope-what-to-do-with-this-feeling/answer/Kamal-Raj-17,59,–,www.quora.com,I-feel-trapped-inside-of-myself-and-I-hate-being-only-one-person-Does-anyone-know-how-to-cope-what-to-do-with-this-feeling,"Its just the idea that you are trapped is creating the feeling. Neither feeling nor the idea is real or permanent. By imposing the idea on the reality, like asking the question, you are making it real.
Ask questions like,
What makes you feel liberated?
How might you liberate yourself?
What if you can fly or swim?
Where will you go for vacation?
These questions trigger you to imagine, what it is like to be free. More you taste the imagination, you can make it real. This is not fantasy, as long as you imagine only your transformation to a free environment…
Have a radically free life …."
284,https://www.quora.com/What-can-you-teach-me-in-12-minutes-which-can-save-me-12-hours-I-feel-the-numbers-are-reasonable/answer/Kamal-Raj-17,17,–,www.quora.com,What-can-you-teach-me-in-12-minutes-which-can-save-me-12-hours-I-feel-the-numbers-are-reasonable,"I can teach you to breath and relax in less than 12 minutes. That will save you the entire hours that you are going to live.
Major ills in our life is because we have wrong posture and subsequent lack of breathing technique. So maintaining posture is another important idea that can be thought in less time. Practice is something will be for life time."
285,https://www.quora.com/Is-there-any-place-community-in-Pune-where-single-unmarried-women-can-live-peacefully/answer/Kamal-Raj-17,38,–,www.quora.com,Is-there-any-place-community-in-Pune-where-single-unmarried-women-can-live-peacefully,"Good day to you.
Cities are not meant for peaceful existence. If you think about peace then try outskirts of city. Your money will get you a good place, even for rent. Buy a car that is comfy and you are set.. Lazy and idyllic weekend, calm workdays will be the norm. I live in outskirts so I am sharing….
If you are looking for community, then it is tricky. You might have a active life in a community but not peaceful.
Happy and peaceful future…"
286,https://www.quora.com/I-want-to-learn-a-new-thing-this-summer-to-do-on-my-laptop-What-do-you-recommend/answer/Kamal-Raj-17,63,–,www.quora.com,I-want-to-learn-a-new-thing-this-summer-to-do-on-my-laptop-What-do-you-recommend,"Try learning to Type with only your right hand. It is possible, if you use Dvorak Keyboard layout. Just snoop around internet, you must be able to get it.
Try learning about Linux and using it thru Windows using wine. You will thank me for this when your Windows goes kaput for no reason.(usually the complex code that runs windows gets corrupt)
Excel usage is a very good skill. Spend time on that. It is fun if you love playing with numbers and charts.
Mindmaps on http://Canva.com
will give you intro about this awesome method of remembering things. Then try open source mind map software.
Hacking your own computer. Yep, try it.
Cryptography. There are so many programs out there that needs cryptography. Learning it at application level would be remarkable skill
Reverse engineering code. Using disassembler like NASM.
Have a wonderful summer…"
287,https://www.quora.com/Why-do-people-dont-realise-that-its-not-about-achieving-a-single-big-goal-but-continuous-learning-and-improving/answer/Kamal-Raj-17,8,–,www.quora.com,Why-do-people-dont-realise-that-its-not-about-achieving-a-single-big-goal-but-continuous-learning-and-improving,"It is a good question.
There are genetics and memetics involved. To say in a lay man terms, Genes and Memes are fighting to be the strongest. We humans, the carriers of these entities, suffer."
288,https://www.quora.com/What-do-you-wish-didnt-exist-anymore-in-10-years/answer/Kamal-Raj-17,112,–,www.quora.com,What-do-you-wish-didnt-exist-anymore-in-10-years,"Marriage and its associated ills. When I say ills, I mean the loss of time, unwanted societal pressure,undue profit making by the law when conflict arise…
We can keep the benefits for those who truly want to be united. They will any way be together whatever happens."
289,https://www.quora.com/I-need-people-with-whom-I-can-play-PC-games-I-dont-have-any-Is-anyone-interested/answer/Kamal-Raj-17,26,–,www.quora.com,I-need-people-with-whom-I-can-play-PC-games-I-dont-have-any-Is-anyone-interested,"There are better places to ask this question.
Try the Decentraland, Billizard’s World of Warcraft, Valve’s Steam and Microsoft’s Halo and Ubisofts games. Millions of gamers thrive there. I am sure, you will find your squad there…"
290,https://www.quora.com/I-need-a-team-of-individuals-who-are-willing-to-work-on-a-startup-What-are-some-suggestions-to-implement-the-idea/answer/Kamal-Raj-17,48,–,www.quora.com,I-need-a-team-of-individuals-who-are-willing-to-work-on-a-startup-What-are-some-suggestions-to-implement-the-idea,"Begin by writing a white paper on the idea that you have, what the product is?. Who are the intended users? What is the purpose of the product?
Business model surrounding the idea is crucial. Once you can explain, how the idea makes money, who pays for the product, where you source the raw materials, how you distribute. All these will help you in pulling the correct team members to work with you."
291,https://www.quora.com/My-parents-always-demotivate-me-They-are-always-against-my-decision-and-dont-support-What-should-I-do/answer/Kamal-Raj-17,68,–,www.quora.com,My-parents-always-demotivate-me-They-are-always-against-my-decision-and-dont-support-What-should-I-do,"Ideas are like small children, they need to be nourished and energised regularly. Everything in this world is like climbing a mountain. So your parents opposing your ideas is a welcome sign that, you are climbing.
Keep your eye on the vision that you have, and be relentless until you get what you want. Even your parents are humans, and they too know how effective your ideas are and give in. At that time, ensure you are ready to rock…
ALL the very best"
292,https://www.quora.com/What-are-some-good-books-on-becoming-intelligent/answer/Kamal-Raj-17,11,–,www.quora.com,What-are-some-good-books-on-becoming-intelligent,"Thinkertoys,
Art of Happiness
Game Theory at Work
Book of Joy"
293,https://www.quora.com/How-do-I-find-motivation-in-reading-books-I-have-accumulated-over-3000-books-over-10-yrs-but-do-not-have-time-to-read-as-I-have-to-do-all-household-chores-in-a-large-family-from-mrng-to-night-Could-you-please-give-1/answer/Kamal-Raj-17,41,–,www.quora.com,How-do-I-find-motivation-in-reading-books-I-have-accumulated-over-3000-books-over-10-yrs-but-do-not-have-time-to-read-as-I-have-to-do-all-household-chores-in-a-large-family-from-mrng-to-night-Could-you-please-give-1,"Start with one book and one page a day. To read a page it takes hardly 10 mins, and even with biggest family there will be time when you can allocate to the book.
Steadily your page count will increase, and in no time you will see the books are getting completed. Having a vision of finding interesting ideas, having a lively conversation with the author would help."
294,https://www.quora.com/What-investment-projects-have-already-been-implemented-or-are-planned-in-individual-cities-in-the-world-In-what-direction-can-they-develop/answer/Kamal-Raj-17,42,–,www.quora.com,What-investment-projects-have-already-been-implemented-or-are-planned-in-individual-cities-in-the-world-In-what-direction-can-they-develop,"World is a big place to begin with, so better start with countries. Take a specific country, and track their strategy, government websites, startup culture, tech ecosystem, supply and demand curves. Based on these, you will be able to reach out to various resources over the internet to learn about the projects…"
295,https://www.quora.com/I-tell-myself-not-to-fall-in-love-and-focus-on-my-goals-but-sometimes-I-get-really-lonely-and-crave-for-some-What-should-I-do/answer/Kamal-Raj-17,27,1,www.quora.com,I-tell-myself-not-to-fall-in-love-and-focus-on-my-goals-but-sometimes-I-get-really-lonely-and-crave-for-some-What-should-I-do,"Brain works with the memories, senses and facts. Mind works with creativity, alpha waves and your body. Go silent and listen what your body and mind says. Just listen. One need not act on everything that our brain decides to act, after all it is a machine that runs on Harmones and Protiens. Change your food habits. Work out regularly, even a simple 10 min jog will do. Meditate for 10 mins and share love to the universe. Connect your heart with your mind, and spread your vibration around. Show your brain alternatives for the cravings you have.
Mind runs on ideas, thoughts and vibration that is around you. Keep the vibrations and attract the thoughts that calms down your cravings, anxiety. Even then if you need a release, go ahead pleasure yourself. In Moderation… it is the harmones that is acting up.
Having a healthy mind is more important to have a healthy brain and body. Every challenge has multiple solutions. Seek out the solution that is more suitable to you. Ask the right questions, the answer is out there… Answer will seek you out..
Some other tactics for your perusal…
I believe that the ideas that we attract and the life that we visualise is what materialises. The craving and lonely feel is very natural, and currently the world is seeing tremendous change, which in itself is alienating human emotions. In such a world, it is always the most basic of your visions that saves you…
Decide what you want and envision for your future self. Forget about the goals that you set. There is lot of peer pressure, and influence involved. The goal/ vision I talk about is the basis for your living. What is that?
Why you wake up in the morning? What might be a day that is filled with vision look like?
Ask these questions and wait for your mind to answer.
Have a great day."
296,https://www.quora.com/What-is-the-best-skill-in-the-world/answer/Kamal-Raj-17,45,–,www.quora.com,What-is-the-best-skill-in-the-world,"CREATIVITY and ability to ask leading Questions so you can steer yourself towards the right goals and vision.
Rest of the skills are pretty easy.
Thinkertoys book would be a good starting point. Tried and tested it.
For Questioning skills, talk with small kids age from 5 to 12. They are fresh and energetic. Very irresponsible and thinking about how to break things, get what they want.
BTW, if you are that young then stay away from Quora answers. Find your answers for your questions. Then come here and share your answers. It is fun…"
297,https://www.quora.com/Is-today-a-good-day-to-learn-something-new/answer/Kamal-Raj-17,13,–,www.quora.com,Is-today-a-good-day-to-learn-something-new,Yes. Pls start.
298,https://www.quora.com/If-one-can-know-the-treatment-of-a-particular-disease-in-ten-minutes-through-googling-why-should-one-then-spend-several-years-to-learn-and-earn-a-medical-degree/answer/Kamal-Raj-17,168,2,www.quora.com,If-one-can-know-the-treatment-of-a-particular-disease-in-ten-minutes-through-googling-why-should-one-then-spend-several-years-to-learn-and-earn-a-medical-degree,"Googling and learning from the website is not same as really finding the cure or treatment. In addition, the webpages just automate the routine prescription the doctor gives to patients.
Most of the patients have (for example) flu, stomach pain, eye irritation, allergies. These are the problems that create pain. Since patients want remove pain, they search for the doctor and medicine. So pains as listed in above example can be treated routinely. So the webpages, no need for doctor. Assuming, the patient know his body very well. (which is not the case)
There are side effects whether you do Googling or visit Doctor. Even after 7 years of study and years of experience, medicines and doctors are not the solution to many of the human suffering.
The student learns the medical science out of his passion to acquire knowledge, invest in his future and stimulate his brain. When he becomes a doctor he serves the public with his insights, and provides treatment and cure which is beneficial to patients. Doctor can do it in many ways, including the webpages route.
This far, it is philosophy… now the answer
Becoming a doctor, is a intellectual pursuit of the individual along with passion to serve the human kind. “Why I should spend years studying?” has to be answered by the individual, and not by me, the public, the society or the demand market.
Webpages are not going to be conscious, passionate or intellectual. Here the public can talk and debate."
