SecurityCode,CompanyName,Industry,Type,Quarter,DateBegin,DateEnd,Description,OtherIncome,TotalIncome,Expenditure,CostofMaterialsConsumed,FinanceCosts,OtherExpenses,ChangesInInventoriesofFinishedGoodsWorkinprogressandStockintrade,EmployeeBenefitExpense,DepreciationAndAmortisationExpense,ProfitAfterInterestbutbeforeExceptionalItems,ProfitLossfromOrdinaryActivitiesbeforeTax,Tax,NetProfitLossfromOrdinaryActivitiesafterTax,NetProfit,Currenttax,NextStockDeviation,Deferredtax,ProfitfromOperationsbeforeOtherIncomeInterestandExceptionalItems,ProfitbeforeInterestandExceptionalItems,Interest,OtherOperatingIncome,Purchasesofstockintrade
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),15.86,11560.69,-11283.36,-8595.69,-185.64,-2082.63,461.88,-380.31,-498.42,277.32,277.32,-92.08,185.24,185.24,-55.62,632.85,-36.46,,,,,-2.56
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),5.07,11876.09,-11317.41,-8177.43,-192.76,-1858.20,-203.94,-395.28,-488.62,558.67,558.67,-176.04,382.63,382.63,-192.02,799.25,15.98,,,,,-1.18
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),6.99,12363.76,-11871.69,-8152.00,-259.49,-2082.32,-508.90,-384.06,-483.96,492.08,492.08,-113.52,378.56,378.56,-150.72,659.2,37.20,,,,,-0.95
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),21.33,10537.11,-10465.18,-7686.39,-259.80,-1814.71,,,-445.79,71.93,71.93,-47.10,24.83,,-12.62,500.4,-34.47,,,,,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),11.91,10141.30,-9952.51,-8081.82,-219.78,-1675.45,875.60,-372.70,-472.95,188.80,188.80,-39.04,149.76,,-41.62,660.75,23.12,,,,,-5.41
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),28.14,10696.50,-10214.91,-8206.25,-192.59,-1620.03,579.61,-366.19,-406.15,481.59,481.59,-99.48,382.11,382.11,-47.85,603.0,-51.64,,,,,-3.32
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),24.58,11711.96,-11263.08,-7860.33,-204.22,-1875.33,-558.78,-355.50,-404.74,448.87,448.87,-96.97,351.90,351.90,-96.97,686.9,,,,,,-4.18
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),55.53,12202.31,-11763.65,-7857.49,-216.44,,-1275.30,-359.07,-542.65,438.66,438.66,-5.65,433.01,433.01,-20.65,699.6,,,,,,-2.29
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),5.33,,-8912.84,-7727.07,,-1639.39,,,,387.62,387.62,-99.47,,,,797.0,,555.33,560.66,-173.04,18.98,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),9.07,,-9402.84,-7470.32,,-1645.77,,,,458.34,458.34,-136.75,,,,614.7,,606.29,615.36,-157.02,24.28,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),6.78,,-9792.19,-6912.32,,-1645.06,,,,401.94,401.94,-111.22,,,,655.6,,550.62,557.41,-155.47,19.68,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),27.48,,-8494.68,-5877.62,,-1366.78,,,,298.74,298.74,-466.66,,,,789.55,,440.71,468.19,-169.46,14.85,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),3.87,,-7874.54,-5714.30,,-1264.20,,,,265.71,265.71,-90.14,175.57,,,447.2,,435.34,439.21,-173.50,15.55,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q3 2015,01-Jul-15,30-Sep-15,Amount (Rs. million),6.67,,-7962.01,-6660.50,,-1340.29,,,,395.60,395.60,-85.16,310.44,,,710.45,,567.51,574.19,-178.59,18.57,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q2 2015,01-Apr-15,30-Jun-15,Amount (Rs. million),9.95,,-8140.40,-7053.71,,-1438.19,,,,379.70,379.70,-92.81,286.89,,,620.35,,530.74,540.68,-160.99,18.44,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Audited,Q1 2015,01-Jan-15,31-Mar-15,Amount (Rs. million),3.68,,-7412.57,-6045.14,,-1198.14,,,,137.88,137.88,-51.27,86.61,,,623.3,,301.54,305.23,-167.35,15.42,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q4 2014,01-Oct-14,31-Dec-14,Amount (Rs. million),15.97,,-6845.16,-6115.51,,-1123.37,,,,133.82,133.82,-4.92,128.90,,,404.0,,287.13,303.09,-169.28,10.60,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q3 2014,01-Jul-14,30-Sep-14,Amount (Rs. million),19.32,,-7173.99,-5702.54,,-1120.69,,,,134.21,134.21,-31.50,102.72,,,343.45,,277.98,297.29,-163.08,10.22,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Un-Audited,Q2 2014,01-Apr-14,30-Jun-14,Amount (Rs. million),25.42,,-6856.32,-5551.48,,-1132.22,,,-192.37,67.65,67.65,5.69,73.34,,,329.6,,176.18,201.59,-133.95,9.05,
531531,HATSUN AGRO PRODUCT LTD.,Dairy Products,Audited,Q1 2014,01-Jan-14,31-Mar-14,Amount (Rs. million),29.57,,-6322.47,-4747.35,,-979.89,,,-182.12,23.34,23.34,16.72,40.07,,,450.3,,114.72,144.29,-120.94,16.47,
500790,NESTLE INDIA LTD.,Packaged Foods,Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),447.00,31939.90,-25793.70,-14695.90,-283.80,,1649.10,-3226.60,-795.70,6146.20,6146.20,-1416.00,,,-1444.10,17067.7,28.10,,,,,-567.30
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),564.00,32722.10,-25723.20,-12547.40,-299.20,,-534.70,-3219.70,-780.20,6998.90,6998.90,-1044.80,,,-1238.80,19001.0,194.00,,,,,-567.90
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),725.90,30734.40,-24142.90,-12173.00,-299.20,,174.80,-3145.60,-808.20,6591.50,6591.50,-2213.10,,,-2348.70,17701.75,135.60,,,,,-523.50
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),731.90,30761.40,-23748.10,-12086.70,-316.10,,152.70,-3037.60,-779.50,7013.30,7013.30,-2380.50,,,-2438.40,16310.1,57.90,,,,,-519.40
500790,NESTLE INDIA LTD.,Packaged Foods,Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),752.30,29725.00,-24503.00,-12008.60,-251.70,,725.00,-2798.90,-784.20,5222.00,5222.00,-1804.40,,,,15359.85,,,,,,-610.70
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),670.30,30063.90,-23346.30,-10800.30,-274.60,,-372.60,-2903.90,-930.10,6717.60,6717.60,,,,,17161.8,,,,,,-668.30
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),602.30,27586.30,-21633.20,-9687.30,-282.50,,-688.30,-2848.80,-817.10,5953.10,5953.10,-2002.80,,,-2150.80,16525.45,,,,,,-514.30
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),564.30,28136.70,-21739.90,-11160.60,-310.70,-6405.70,396.00,-2689.90,-825.30,6396.80,6396.80,-2156.50,,,-2454.70,17905.1,298.20,,,,,-512.30
500790,NESTLE INDIA LTD.,Packaged Foods,Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),510.90,26525.50,-21751.40,-10989.60,-233.90,-6175.00,870.50,-2607.30,-837.60,4774.10,4774.10,-1655.80,,,,11468.8,,,,,,-573.50
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),430.40,25570.90,-20393.00,-10106.90,-228.60,-5761.40,-303.10,-2574.80,-863.90,5177.90,5177.90,-1746.20,,,-1762.90,14960.4,,,,,,-436.60
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),412.30,25259.60,-21313.90,-9876.00,-228.90,-6064.40,-565.40,-2531.30,-854.40,3945.70,,,,,,11670.7,,,,,156.70,-349.20
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),415.60,26335.00,-21839.70,-11344.10,-227.60,-6169.40,793.60,-2461.10,-866.60,4495.30,4495.30,-1427.70,,,,10902.2,,,,,,-388.30
500790,NESTLE INDIA LTD.,Packaged Foods,Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),405.40,,-19271.60,,,-5987.10,,,-873.20,,,,,,,7463.8,,3590.00,3995.40,-1020.60,248.80,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),373.90,,-19765.70,,,-6354.40,,,-882.30,,,,,,,10121.1,,3869.20,4243.10,-219.70,173.10,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),366.10,,-18921.60,,,-6016.00,,,-889.40,,,,,,,10536.2,,3795.30,4161.40,-330.60,156.00,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),348.50,,-18560.40,,,-5432.80,,,-891.30,4774.30,,,,,,9405.35,,4464.20,4812.70,-38.40,67.30,
500790,NESTLE INDIA LTD.,Packaged Foods,Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),272.70,,-16614.50,,,-5171.40,,,-897.00,3254.80,,,,,,5841.2,,2980.10,3252.80,2.00,130.20,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q3 2015,01-Jul-15,30-Sep-15,Amount (Rs. million),272.20,,-15449.80,,,-4761.70,,,-905.50,2245.80,,,,,,7220.1,,1973.80,2246.00,-0.20,61.60,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q2 2015,01-Apr-15,30-Jun-15,Amount (Rs. million),301.30,,-16343.80,,,-5112.30,,,-720.00,3527.00,,,,,,6749.25,,3226.30,3527.60,-0.60,231.70,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q1 2015,01-Jan-15,31-Mar-15,Amount (Rs. million),254.70,,-20007.50,,,-6218.90,,,-950.10,5377.90,,,,,,6701.4,,5157.30,5412.00,-34.10,96.90,
500790,NESTLE INDIA LTD.,Packaged Foods,Audited,Q4 2014,01-Oct-14,31-Dec-14,Amount (Rs. million),177.30,,-20416.80,,,-6200.90,,,-848.20,5069.90,,,,,,5489.6,,4892.60,5069.90,,148.40,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q3 2014,01-Jul-14,30-Sep-14,Amount (Rs. million),155.40,,-21074.80,-10841.60,,-6354.10,,,,4782.80,,,,,,6941.65,,4629.40,4784.80,-2.00,126.20,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q2 2014,01-Apr-14,30-Jun-14,Amount (Rs. million),231.20,,-20089.10,-11234.70,,-5726.00,,,,4424.10,,,,,,7164.6,,4230.60,4461.80,-37.70,130.60,
500790,NESTLE INDIA LTD.,Packaged Foods,Un-Audited,Q1 2014,01-Jan-14,31-Mar-14,Amount (Rs. million),309.30,,-19042.20,-11501.20,,-5732.40,,,,4379.60,,,,,,5742.85,,4172.90,4482.20,-102.60,80.50,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),651.80,30478.60,-25510.10,-15801.20,-236.70,-5948.60,147.90,-1216.00,-467.00,4968.50,4968.50,-1272.70,3695.80,,-1264.30,3501.8,-8.40,,,,,-1988.50
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),681.50,31169.90,-26176.40,-15599.50,-161.40,-6088.80,-55.60,-1236.20,-448.60,,4982.30,-955.10,4027.20,4027.30,-1028.00,3669.0,72.90,,,,,-2586.30
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),674.50,27678.00,-23605.70,-13676.10,-101.00,-5759.60,203.70,-1205.70,-447.80,,3916.20,-1430.00,2486.20,2486.40,-1462.10,3419.05,32.10,,,,,-2619.20
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),617.90,28607.50,-24105.30,-13793.70,-12.50,-6083.30,-188.80,-1081.90,-469.00,4502.20,4502.20,-1556.50,2945.70,,-1465.30,3447.8,-91.20,,,,,-2476.10
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),600.00,29024.40,-24360.40,-14239.40,-29.80,-6048.90,723.00,-1169.90,-424.10,4664.00,4664.00,-1657.50,3006.50,,-1653.20,3201.35,-4.30,,,,,-3171.30
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),439.60,29135.50,-24545.80,-14387.30,-24.20,-5867.10,-103.10,-1080.40,,4589.70,4589.70,-1558.90,,,-1544.60,3473.65,,,,,,-2714.40
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),420.10,25858.40,-21925.40,-12709.70,-24.40,-5195.00,120.70,-1086.10,,,3933.00,-1351.80,2581.20,2580.80,-1334.70,3823.15,-17.10,,,,,-2674.50
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),444.10,25819.30,-21851.30,-9956.20,-23.70,-4707.30,-211.30,-1083.70,,3968.00,3968.00,-1330.10,2637.90,,-1414.90,3163.8,84.80,,,,,-5445.60
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),359.40,26034.20,-22045.40,-14610.20,-25.50,-5010.00,1067.20,-936.20,-328.90,3988.80,3988.80,-1353.80,2635.00,,-1313.40,3194.95,-40.40,,,,,-2201.80
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),508.20,25961.10,-22026.80,-12913.50,-14.00,-4766.40,,,,,3934.30,-1325.50,2608.80,2608.80,-1282.90,3265.4,,,,,87.60,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),352.00,23750.10,-20457.60,-11580.90,-12.70,-4552.70,,,,,3292.50,-1132.80,2159.70,2159.70,,2603.0,,,,,388.80,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),335.10,23496.30,-20415.60,-12055.30,-13.20,-4550.90,322.40,-896.60,-322.10,,3080.70,-973.10,2107.60,2107.60,,2892.1,,,,,143.40,-2182.50
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),388.80,,-20729.90,,,-4621.80,,,-302.70,3200.60,,,,,,4671.5,,2822.80,3211.60,-11.00,171.90,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),411.70,,-21461.40,,,-4698.70,,,-289.30,3496.00,,,,,,5633.55,,3099.60,3511.30,-15.30,258.20,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),394.30,,-19082.80,,,-4499.30,,,-278.60,3262.70,,,,,,6529.05,,2883.40,3277.70,-15.00,344.60,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),243.00,,-19510.00,,,-2363.10,,,-308.20,2832.00,,,,,,5505.75,,2603.80,2846.80,-14.80,215.50,
500825,BRITANNIA INDUSTRIES LTD.,Packaged Foods,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),274.90,,-19463.50,,,-2284.60,,,-280.50,3201.80,,,,,,3126.15,,2938.70,3213.60,-11.80,165.80,
501425,BOMBAY BURMAH TRADING CORP.LTD.,Packaged Foods,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),776.98,31275.02,-26726.97,-16039.91,-333.00,-6390.25,100.80,-1517.71,-500.47,4548.05,4548.05,-2060.56,2487.49,,-2052.19,1204.2,-8.37,,,,,-2046.43
501425,BOMBAY BURMAH TRADING CORP.LTD.,Packaged Foods,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),723.46,31951.63,-27478.96,-15830.66,-291.25,-6467.76,-209.84,-1572.14,-480.44,,4461.47,-1003.95,3457.53,3805.19,-1395.87,1080.4,391.92,,,,,-2626.87
501425,BOMBAY BURMAH TRADING CORP.LTD.,Packaged Foods,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),852.31,28700.80,-24697.14,-13921.45,-241.62,-6007.93,114.53,-1492.64,-480.23,,3847.56,-1512.91,2334.65,2445.46,-1546.94,1238.55,34.04,,,,,-2667.81
501425,BOMBAY BURMAH TRADING CORP.LTD.,Packaged Foods,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),189.73,885.58,-808.17,-341.56,-88.94,-215.48,162.05,-280.08,-30.51,77.41,77.41,-10.28,67.13,67.13,,1157.35,-10.28,,,,,-13.66
501425,BOMBAY BURMAH TRADING CORP.LTD.,Packaged Foods,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),35.21,584.27,-700.71,-207.98,-86.55,-198.40,41.30,-221.65,-18.28,-116.44,-116.44,,-116.44,-116.44,,1131.5,,,,,,-9.16
501425,BOMBAY BURMAH TRADING CORP.LTD.,Packaged Foods,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),81.92,667.06,-754.41,-219.03,-82.12,-158.31,-29.97,-204.78,-17.30,-87.36,-87.36,,-87.36,-87.36,,1208.5,,,,,11.34,-42.92
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),105.97,1247.67,-1065.29,-764.43,-9.41,-170.90,5.36,-82.49,-43.42,182.38,182.38,-45.59,136.79,136.79,-47.97,11599.0,2.38,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),72.93,1126.65,-1001.81,-728.26,-10.99,-161.11,17.03,-74.43,-44.05,124.84,124.84,-15.23,109.61,109.61,-36.63,16516.15,21.40,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),70.43,978.97,-869.83,-661.41,-4.46,-160.23,66.65,-72.55,-37.83,109.14,109.14,-32.27,76.87,76.87,-33.06,18291.8,0.79,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Audited,Q1 2019,01-Jan-19,31-Mar-19,Amount (Rs. million),40.42,894.70,-765.54,-531.61,-7.84,-155.25,23.75,-60.88,-33.70,129.16,129.16,-48.83,80.33,80.33,-46.85,16797.8,-1.98,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q4 2018,01-Oct-18,31-Dec-18,Amount (Rs. million),42.38,919.96,-812.76,-545.56,-10.60,-145.01,-9.44,-69.61,-32.53,107.20,107.20,-37.89,69.31,69.31,-40.78,8201.85,2.89,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q3 2018,01-Jul-18,30-Sep-18,Amount (Rs. million),50.91,934.54,-790.80,-548.19,-12.36,-146.34,14.44,-68.48,-29.87,143.73,143.73,-50.46,93.28,,-56.18,10001.95,5.73,,,,1.92,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q2 2018,01-Apr-18,30-Jun-18,Amount (Rs. million),5.12,837.82,-747.15,-472.93,-12.48,-171.46,11.09,-70.99,-30.39,90.67,90.67,-32.95,57.72,57.72,-40.47,11849.65,7.51,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Audited,Q1 2018,01-Jan-18,31-Mar-18,Amount (Rs. million),16.35,809.02,-678.80,-418.55,-5.69,-139.83,-26.89,-57.98,-29.85,130.22,130.22,-52.57,77.65,77.65,-52.76,10479.0,0.19,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q4 2017,01-Oct-17,31-Dec-17,Amount (Rs. million),14.77,742.86,-663.54,-448.71,-1.28,-113.13,11.46,-81.33,-30.55,79.31,79.31,-11.78,67.54,67.54,-20.80,8032.6,,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q3 2017,01-Jul-17,30-Sep-17,Amount (Rs. million),20.48,871.03,-728.96,-484.02,-8.99,,3.23,-78.03,-26.51,142.08,142.08,-57.82,84.26,84.26,-46.69,9989.05,-11.13,,,,,-15.23
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q2 2017,01-Apr-17,30-Jun-17,Amount (Rs. million),16.26,608.19,-549.40,-367.80,-7.44,-100.26,28.98,-80.04,-22.85,58.80,58.80,-23.67,35.13,35.13,-24.93,8310.1,1.26,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Audited,Q1 2017,01-Jan-17,31-Mar-17,Amount (Rs. million),14.17,715.93,-590.42,-396.39,-4.94,-92.34,5.17,-78.57,-23.35,125.51,125.51,-44.34,81.17,81.17,-44.56,8752.4,,,,,,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q4 2016,01-Oct-16,31-Dec-16,Amount (Rs. million),5.83,,-567.49,-358.66,,-91.11,,,-23.99,79.82,79.82,-30.71,,,,8984.55,,79.26,85.08,-5.26,39.63,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q3 2016,01-Jul-16,30-Sep-16,Amount (Rs. million),8.14,,-530.58,-362.74,,-81.22,,,-22.08,60.32,60.32,-18.66,,,,8066.25,,55.07,63.21,-2.90,31.03,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q2 2016,01-Apr-16,30-Jun-16,Amount (Rs. million),2.60,,-507.06,-365.82,,-75.55,,,-21.38,81.16,81.16,-25.53,,,,8269.75,,81.48,84.08,-2.92,31.65,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Audited,Q1 2016,01-Jan-16,31-Mar-16,Amount (Rs. million),0.07,,-527.44,-362.25,,-83.69,,,-19.00,93.13,93.13,-34.24,,,,8559.3,,101.88,101.95,-8.82,43.22,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q4 2015,01-Oct-15,31-Dec-15,Amount (Rs. million),0.80,,-465.42,-308.84,,-75.63,,,-18.92,49.30,49.30,-15.06,,,,3913.6,,53.07,53.87,-4.57,30.81,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q3 2015,01-Jul-15,30-Sep-15,Amount (Rs. million),1.59,,-474.68,-321.19,,-83.10,,,-18.55,68.61,68.61,-22.44,,,,5329.4,,72.34,73.93,-5.32,29.47,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q2 2015,01-Apr-15,30-Jun-15,Amount (Rs. million),5.10,,-353.51,-255.28,,-58.15,,,-17.31,34.67,34.67,-12.79,,,,5774.45,,34.88,39.97,-5.31,20.75,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Audited,Q1 2015,01-Jan-15,31-Mar-15,Amount (Rs. million),4.79,,-400.01,-252.78,,-71.47,,,-16.74,48.16,48.16,-16.39,,,,5095.35,,55.45,60.24,-12.07,23.37,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q4 2014,01-Oct-14,31-Dec-14,Amount (Rs. million),3.86,,-371.00,-252.14,,-64.65,,,-17.36,31.94,31.94,-9.05,,,,1652.5,,33.44,37.30,-5.36,22.57,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q3 2014,01-Jul-14,30-Sep-14,Amount (Rs. million),3.51,,-424.76,-286.28,,-73.99,,,-17.69,46.57,46.57,-18.97,,,,4777.05,,48.46,51.97,-5.40,28.08,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Un-Audited,Q2 2014,01-Apr-14,30-Jun-14,Amount (Rs. million),0.88,,-393.03,-276.15,,-66.68,,,-16.69,38.34,38.34,-12.67,,,,2998.55,,42.39,43.27,-4.93,27.03,
519091,TASTY BITE EATABLES LTD.,Packaged Foods,Audited,Q1 2014,01-Jan-14,31-Mar-14,Amount (Rs. million),0.87,,-374.03,-261.70,,,,,-12.70,20.63,20.63,-6.07,,,,1701.75,,25.74,26.61,-5.98,21.35,
523261,VENKY S INDIA LTD.,Packaged Foods,Audited,Q4 2019,01-Oct-19,31-Dec-19,Amount (Rs. million),91.60,8893.60,-8977.80,-6686.40,-68.80,-965.30,-128.20,-557.20,-79.80,-84.20,-84.20,25.60,-58.60,,27.00,1512.75,-1.40,,,,,-386.10
523261,VENKY S INDIA LTD.,Packaged Foods,Audited,Q3 2019,01-Jul-19,30-Sep-19,Amount (Rs. million),93.20,8239.80,-8313.50,-6480.30,-62.80,-869.20,124.20,-542.60,-79.60,-73.70,-73.70,209.60,135.90,,113.00,2722.2,96.60,,,,,-307.70
523261,VENKY S INDIA LTD.,Packaged Foods,Audited,Q2 2019,01-Apr-19,30-Jun-19,Amount (Rs. million),82.70,9135.70,-8183.40,-6011.30,-65.30,-904.30,-78.70,-541.00,-78.60,952.30,952.30,-333.90,618.40,,-327.00,3092.1,-6.90,,,,,-407.50
