S/N,Date,Branch,Pizza Type,Quantity,Time,Time Range,Price
2798,42344,Ikoyi,Pepperoni Feast,2,0.378900462962963,After 9:00am,16
2799,42348,Ikoyi,Extravaganza,2,0.378900462962963,After 9:00am,8
2800,42352,Surulere,Chicken Feast,3,0.378912037037037,After 9:00am,8
2801,42351,Surulere,Margarita,4,0.378912037037037,After 9:00am,16
2802,42343,Ibadan,Italiano,3,0.378912037037037,After 9:00am,12
2803,42344,Abuja,Pepperoni Feast,3,0.378923611111111,After 9:00am,16
2804,42348,Lekki,Hot Pepperoni Feast,2,0.378946759259259,After 9:00am,16
2805,42344,Abuja,Chicken Suya,5,0.378958333333333,After 9:00am,16
2806,42344,Ibadan,Veggie Supreme,4,0.378958333333333,After 9:00am,12
2807,42349,Surulere,Pepperoni Feast,1,0.378969907407407,After 9:00am,16
2808,42343,Lekki,Chicken Feast,3,0.378981481481481,After 9:00am,8
2809,42343,Ikoyi,Hot Pepperoni Feast,4,0.378981481481481,After 9:00am,16
2810,42348,Ibadan,BBQ Philly Steak,4,0.378993055555556,After 9:00am,16
2811,42346,Ibadan,BBQ Philly Steak,4,0.379027777777778,After 9:00am,16
2812,42345,Ibadan,Italiano,4,0.3790625,After 9:00am,12
2813,42344,Ibadan,Chicken Suya,5,0.3790625,After 9:00am,16
2814,42350,Ikoyi,Hot Veggie,5,0.3790625,After 9:00am,16
2815,42342,Surulere,Chicken Bali,2,0.379074074074074,After 9:00am,8
2816,42353,Abuja,Veggie Supreme,2,0.379085648148148,After 9:00am,12
2817,42345,Ibadan,Italiano,3,0.379085648148148,After 9:00am,12
2818,42350,Ikoyi,BBQ Chicken,2,0.379097222222222,After 9:00am,16
2819,42346,Abuja,Meatzaa,1,0.379108796296296,After 9:00am,8
2820,42351,Surulere,Italiano,1,0.379108796296296,After 9:00am,12
2821,42349,Ikoyi,Chicken Bali,2,0.379155092592593,After 9:00am,8
2822,42351,Ibadan,Pepperoni Feast,4,0.379166666666667,After 9:00am,16
2823,42343,Surulere,Chicken Feast,4,0.379212962962963,After 9:00am,8
2824,42341,Abuja,Chicken Feast,5,0.379212962962963,After 9:00am,8
2825,42343,Ibadan,Pepperoni Suya,4,0.379212962962963,After 9:00am,12
2826,42347,Ikoyi,Chicken Bali,3,0.379212962962963,After 9:00am,8
2827,42345,Abuja,Extravaganza,1,0.379224537037037,After 9:00am,8
2828,42352,Surulere,Meatzaa,2,0.379236111111111,After 9:00am,8
2829,42353,Lekki,Pepperoni Feast,2,0.379236111111111,After 9:00am,16
2830,42348,Ibadan,Veggie Supreme,4,0.379247685185185,After 9:00am,12
2831,42342,Ibadan,Chicken Suya,2,0.379282407407407,After 9:00am,16
2832,42352,Ikoyi,Pepperoni Feast,5,0.379282407407407,After 9:00am,16
2833,42347,Ikoyi,BBQ Chicken,5,0.379293981481481,After 9:00am,16
2834,42352,Abuja,Chicken Bali,3,0.379305555555556,After 9:00am,8
2835,42350,Ikoyi,Margarita,4,0.379305555555556,After 9:00am,16
2836,42352,Surulere,BBQ Philly Steak,4,0.379305555555556,After 9:00am,16
2837,42353,Ikoyi,Chicken Suya,5,0.379340277777778,After 9:00am,16
2838,42342,Ikoyi,Chicken Legend,1,0.379340277777778,After 9:00am,8
2839,42349,Ikoyi,Chicken Legend,4,0.379351851851852,After 9:00am,8
2840,42342,Ibadan,Chicken Bali,4,0.379351851851852,After 9:00am,8
2841,42343,Lekki,Pepperoni Feast,1,0.379351851851852,After 9:00am,16
2842,42341,Ibadan,Chicken Feast,1,0.379363425925926,After 9:00am,8
2843,42345,Abuja,Hot Pepperoni Feast,3,0.379363425925926,After 9:00am,16
2844,42343,Abuja,Italiano,1,0.379409722222222,After 9:00am,12
2845,42348,Lekki,Margarita,1,0.379421296296296,After 9:00am,16
2846,42353,Ikoyi,Hot Pepperoni Feast,4,0.379421296296296,After 9:00am,16
2847,42343,Ibadan,Meatzaa,4,0.379444444444444,After 9:00am,8
2848,42352,Surulere,Beef Suya,3,0.379456018518519,After 9:00am,12
2849,42349,Abuja,BBQ Philly Steak,5,0.379456018518519,After 9:00am,16
2850,42348,Ibadan,Margarita,1,0.379467592592593,After 9:00am,16
2851,42343,Lekki,Chicken Suya,1,0.379467592592593,After 9:00am,16
2852,42352,Lekki,Chicken Feast,1,0.379513888888889,After 9:00am,8
2853,42347,Lekki,Chicken Legend,2,0.379513888888889,After 9:00am,8
2854,42343,Ibadan,Hot Veggie,4,0.379525462962963,After 9:00am,16
2855,42345,Ibadan,BBQ Chicken,1,0.379548611111111,After 9:00am,16
2856,42342,Surulere,Chicken Bali,5,0.379571759259259,After 9:00am,8
2857,42347,Ibadan,Pepperoni Suya,4,0.379594907407407,After 9:00am,12
2858,42348,Lekki,Veggie Supreme,2,0.379594907407407,After 9:00am,12
2859,42351,Ikoyi,Chicken Legend,1,0.379606481481481,After 9:00am,8
2860,42345,Lekki,Beef Suya,3,0.379606481481481,After 9:00am,12
2861,42350,Lekki,BBQ Philly Steak,3,0.37962962962963,After 9:00am,16
2862,42347,Ibadan,Margarita,4,0.379699074074074,After 9:00am,16
2863,42350,Abuja,BBQ Philly Steak,2,0.379699074074074,After 9:00am,16
2864,42345,Ikoyi,BBQ Philly Steak,5,0.379710648148148,After 9:00am,16
2865,42349,Lekki,Hot Veggie,2,0.379722222222222,After 9:00am,16
2866,42346,Ikoyi,Pepperoni Feast,2,0.379722222222222,After 9:00am,16
2867,42344,Ibadan,Beef Suya,5,0.379733796296296,After 9:00am,12
2868,42342,Ibadan,Chicken Feast,1,0.379768518518519,After 9:00am,8
2869,42345,Lekki,Beef Suya,1,0.379768518518519,After 9:00am,12
2870,42350,Ikoyi,BBQ Chicken,5,0.379768518518519,After 9:00am,16
2871,42341,Abuja,BBQ Philly Steak,5,0.379780092592593,After 9:00am,16
2872,42353,Surulere,Chicken Bali,1,0.379780092592593,After 9:00am,8
2873,42352,Ibadan,Pepperoni Suya,4,0.379780092592593,After 9:00am,12
2874,42341,Ikoyi,Chicken Suya,1,0.379791666666667,After 9:00am,16
2875,42344,Abuja,Chicken Bali,5,0.379803240740741,After 9:00am,8
2876,42353,Ikoyi,Margarita,3,0.379814814814815,After 9:00am,16
2877,42347,Ikoyi,BBQ Philly Steak,2,0.379814814814815,After 9:00am,16
2878,42344,Surulere,Chicken Feast,2,0.379837962962963,After 9:00am,8
2879,42348,Surulere,Italiano,1,0.379849537037037,After 9:00am,12
2880,42352,Ikoyi,Veggie Supreme,3,0.379872685185185,After 9:00am,12
2881,42343,Surulere,BBQ Philly Steak,4,0.379884259259259,After 9:00am,16
2882,42350,Abuja,Hot Pepperoni Feast,5,0.379907407407407,After 9:00am,16
2883,42353,Ibadan,Chicken Legend,3,0.379918981481481,After 9:00am,8
2884,42341,Ikoyi,Pepperoni Suya,5,0.379930555555556,After 9:00am,12
2885,42347,Abuja,Chicken Feast,3,0.379930555555556,After 9:00am,8
2886,42350,Abuja,Veggie Supreme,5,0.37994212962963,After 9:00am,12
2887,42351,Lekki,Italiano,2,0.379953703703704,After 9:00am,12
2888,42352,Lekki,Pepperoni Feast,5,0.379953703703704,After 9:00am,16
2889,42353,Lekki,BBQ Philly Steak,4,0.379965277777778,After 9:00am,16
2890,42350,Abuja,Beef Suya,4,0.379965277777778,After 9:00am,12
2891,42342,Surulere,Margarita,2,0.379965277777778,After 9:00am,16
2892,42342,Lekki,Extravaganza,4,0.379965277777778,After 9:00am,8
2893,42347,Lekki,Hot Pepperoni Feast,3,0.379976851851852,After 9:00am,16
2894,42348,Ibadan,BBQ Chicken,1,0.38,After 9:00am,16
2895,42349,Abuja,BBQ Philly Steak,1,0.380011574074074,After 9:00am,16
2896,42341,Surulere,BBQ Chicken,2,0.380034722222222,After 9:00am,16
2897,42352,Abuja,Chicken Suya,3,0.380034722222222,After 9:00am,16
2898,42346,Surulere,Chicken Suya,2,0.380046296296296,After 9:00am,16
2899,42347,Abuja,Hot Veggie,5,0.38005787037037,After 9:00am,16
2900,42353,Ikoyi,Pepperoni Feast,3,0.380069444444444,After 9:00am,16
2901,42345,Lekki,Extravaganza,3,0.380069444444444,After 9:00am,8
2902,42344,Ibadan,Meatzaa,2,0.380092592592593,After 9:00am,8
2903,42343,Ikoyi,BBQ Philly Steak,1,0.380104166666667,After 9:00am,16
2904,42346,Ibadan,Italiano,1,0.380115740740741,After 9:00am,12
2905,42342,Lekki,Italiano,4,0.380127314814815,After 9:00am,12
2906,42347,Ikoyi,Italiano,5,0.380138888888889,After 9:00am,12
2907,42352,Lekki,BBQ Philly Steak,5,0.380162037037037,After 9:00am,16
2908,42350,Ikoyi,Beef Suya,3,0.380162037037037,After 9:00am,12
2909,42352,Abuja,Chicken Feast,2,0.380162037037037,After 9:00am,8
2910,42344,Surulere,Margarita,2,0.380162037037037,After 9:00am,16
2911,42345,Ibadan,Hot Pepperoni Feast,4,0.380185185185185,After 9:00am,16
2912,42351,Ikoyi,Veggie Supreme,2,0.380185185185185,After 9:00am,12
2913,42342,Surulere,Extravaganza,2,0.380185185185185,After 9:00am,8
2914,42343,Ibadan,Veggie Supreme,2,0.380196759259259,After 9:00am,12
2915,42344,Surulere,Italiano,2,0.380196759259259,After 9:00am,12
2916,42345,Abuja,Chicken Bali,2,0.380208333333333,After 9:00am,8
2917,42353,Ikoyi,Margarita,5,0.380219907407407,After 9:00am,16
2918,42353,Ikoyi,Chicken Bali,1,0.380231481481482,After 9:00am,8
2919,42348,Surulere,Margarita,4,0.380243055555556,After 9:00am,16
2920,42343,Ikoyi,Pepperoni Suya,2,0.38025462962963,After 9:00am,12
2921,42342,Ibadan,Chicken Suya,4,0.38025462962963,After 9:00am,16
2922,42344,Ikoyi,Hot Veggie,1,0.380277777777778,After 9:00am,16
2923,42347,Surulere,Chicken Feast,4,0.380277777777778,After 9:00am,8
2924,42352,Ikoyi,Hot Veggie,3,0.380277777777778,After 9:00am,16
2925,42343,Ikoyi,Chicken Legend,1,0.380300925925926,After 9:00am,8
2926,42352,Ibadan,Chicken Feast,3,0.380300925925926,After 9:00am,8
2927,42346,Surulere,Chicken Suya,2,0.3803125,After 9:00am,16
2928,42353,Lekki,Extravaganza,5,0.380324074074074,After 9:00am,8
2929,42342,Abuja,Hot Pepperoni Feast,2,0.380324074074074,After 9:00am,16
2930,42347,Surulere,Pepperoni Feast,3,0.380335648148148,After 9:00am,16
2931,42352,Lekki,Pepperoni Feast,3,0.380358796296296,After 9:00am,16
2932,42350,Ibadan,Hot Veggie,2,0.380358796296296,After 9:00am,16
2933,42352,Lekki,Italiano,2,0.380358796296296,After 9:00am,12
2934,42342,Lekki,Meatzaa,2,0.380358796296296,After 9:00am,8
2935,42349,Ibadan,Beef Suya,1,0.380381944444444,After 9:00am,12
2936,42343,Ikoyi,Pepperoni Suya,3,0.380381944444444,After 9:00am,12
2937,42343,Abuja,Chicken Feast,1,0.380393518518518,After 9:00am,8
2938,42353,Lekki,Margarita,2,0.380439814814815,After 9:00am,16
2939,42345,Abuja,Extravaganza,3,0.380451388888889,After 9:00am,8
2940,42347,Ibadan,Hot Veggie,1,0.380451388888889,After 9:00am,16
2941,42342,Ikoyi,Extravaganza,3,0.380462962962963,After 9:00am,8
2942,42350,Abuja,BBQ Philly Steak,5,0.380474537037037,After 9:00am,16
2943,42342,Lekki,Chicken Suya,3,0.380474537037037,After 9:00am,16
2944,42350,Surulere,BBQ Philly Steak,4,0.380474537037037,After 9:00am,16
2945,42349,Abuja,Hot Veggie,3,0.380486111111111,After 9:00am,16
2946,42347,Lekki,Chicken Legend,2,0.380520833333333,After 9:00am,8
2947,42341,Lekki,Chicken Feast,3,0.380532407407407,After 9:00am,8
2948,42345,Abuja,Hot Veggie,3,0.380543981481482,After 9:00am,16
2949,42349,Lekki,Veggie Supreme,4,0.380555555555556,After 9:00am,12
2950,42346,Surulere,Extravaganza,2,0.38056712962963,After 9:00am,8
2951,42352,Lekki,BBQ Chicken,5,0.380578703703704,After 9:00am,16
2952,42344,Ikoyi,Pepperoni Suya,3,0.380578703703704,After 9:00am,12
2953,42352,Ikoyi,Italiano,4,0.380578703703704,After 9:00am,12
2954,42342,Ikoyi,Chicken Suya,1,0.380590277777778,After 9:00am,16
2955,42347,Abuja,Pepperoni Suya,4,0.380601851851852,After 9:00am,12
2956,42351,Ikoyi,Extravaganza,4,0.380601851851852,After 9:00am,8
2957,42350,Surulere,Chicken Suya,1,0.380613425925926,After 9:00am,16
2958,42350,Lekki,Pepperoni Suya,1,0.380613425925926,After 9:00am,12
2959,42346,Ibadan,Pepperoni Feast,5,0.380625,After 9:00am,16
2960,42342,Ikoyi,Pepperoni Suya,2,0.380636574074074,After 9:00am,12
2961,42345,Lekki,Chicken Suya,1,0.380659722222222,After 9:00am,16
2962,42345,Lekki,Hot Pepperoni Feast,2,0.380694444444444,After 9:00am,16
2963,42352,Lekki,Chicken Bali,2,0.380763888888889,After 9:00am,8
2964,42341,Lekki,Italiano,3,0.380775462962963,After 9:00am,12
2965,42351,Surulere,Meatzaa,3,0.380856481481481,After 9:00am,8
2966,42341,Lekki,Veggie Supreme,4,0.380868055555556,After 9:00am,12
2967,42346,Lekki,Pepperoni Suya,3,0.380902777777778,After 9:00am,12
2968,42349,Abuja,Chicken Legend,1,0.380949074074074,After 9:00am,8
2969,42348,Abuja,Pepperoni Suya,5,0.380972222222222,After 9:00am,12
2970,42350,Lekki,Beef Suya,2,0.38099537037037,After 9:00am,12
2971,42346,Ikoyi,Extravaganza,4,0.38099537037037,After 9:00am,8
2972,42346,Lekki,Extravaganza,3,0.381006944444444,After 9:00am,8
2973,42342,Ikoyi,BBQ Chicken,3,0.381006944444444,After 9:00am,16
2974,42350,Ikoyi,Italiano,1,0.381018518518519,After 9:00am,12
2975,42353,Ibadan,Beef Suya,5,0.381030092592593,After 9:00am,12
2976,42344,Ikoyi,Chicken Legend,5,0.381053240740741,After 9:00am,8
2977,42344,Lekki,Chicken Legend,2,0.381053240740741,After 9:00am,8
2978,42347,Surulere,Meatzaa,2,0.381064814814815,After 9:00am,8
2979,42352,Abuja,Hot Veggie,3,0.381064814814815,After 9:00am,16
2980,42344,Ikoyi,Italiano,3,0.381064814814815,After 9:00am,12
2981,42352,Lekki,Chicken Bali,4,0.381111111111111,After 9:00am,8
2982,42350,Abuja,Chicken Legend,3,0.381122685185185,After 9:00am,8
2983,42348,Lekki,Hot Veggie,4,0.381122685185185,After 9:00am,16
2984,42349,Ibadan,Chicken Bali,5,0.381122685185185,After 9:00am,8
2985,42345,Lekki,BBQ Philly Steak,4,0.381134259259259,After 9:00am,16
2986,42352,Lekki,Hot Veggie,2,0.381157407407407,After 9:00am,16
2987,42343,Abuja,Chicken Feast,4,0.38119212962963,After 9:00am,8
2988,42351,Lekki,Margarita,5,0.381203703703704,After 9:00am,16
2989,42352,Lekki,Chicken Feast,5,0.381203703703704,After 9:00am,8
2990,42342,Abuja,Chicken Bali,5,0.381215277777778,After 9:00am,8
2991,42350,Abuja,BBQ Chicken,5,0.381226851851852,After 9:00am,16
2992,42353,Ibadan,BBQ Chicken,1,0.381226851851852,After 9:00am,16
2993,42342,Abuja,Hot Pepperoni Feast,1,0.381238425925926,After 9:00am,16
2994,42353,Ikoyi,BBQ Chicken,2,0.381238425925926,After 9:00am,16
2995,42350,Surulere,Chicken Feast,5,0.381238425925926,After 9:00am,8
2996,42351,Lekki,Italiano,3,0.38125,After 9:00am,12
2997,42347,Surulere,BBQ Chicken,1,0.38125,After 9:00am,16
2998,42349,Surulere,Chicken Suya,4,0.381273148148148,After 9:00am,16
2999,42342,Abuja,Hot Veggie,2,0.381273148148148,After 9:00am,16
3000,42345,Surulere,Extravaganza,2,0.381296296296296,After 9:00am,8
3001,42349,Ikoyi,Chicken Bali,3,0.381296296296296,After 9:00am,8
3002,42343,Lekki,Italiano,4,0.381319444444444,After 9:00am,12
3003,42341,Ibadan,Chicken Suya,3,0.381319444444444,After 9:00am,16
3004,42352,Ikoyi,BBQ Chicken,5,0.381354166666667,After 9:00am,16
3005,42345,Abuja,Meatzaa,3,0.381354166666667,After 9:00am,8
3006,42345,Abuja,Italiano,5,0.381365740740741,After 9:00am,12
3007,42341,Ikoyi,BBQ Philly Steak,5,0.381388888888889,After 9:00am,16
3008,42341,Surulere,BBQ Chicken,3,0.381412037037037,After 9:00am,16
3009,42346,Surulere,Hot Veggie,3,0.381423611111111,After 9:00am,16
3010,42344,Lekki,Hot Veggie,5,0.381458333333333,After 9:00am,16
3011,42348,Ikoyi,Chicken Bali,3,0.381516203703704,After 9:00am,8
3012,42341,Surulere,Margarita,5,0.381539351851852,After 9:00am,16
3013,42341,Ikoyi,Hot Pepperoni Feast,3,0.381574074074074,After 9:00am,16
3014,42352,Surulere,Pepperoni Suya,4,0.381574074074074,After 9:00am,12
3015,42353,Surulere,Pepperoni Feast,2,0.381585648148148,After 9:00am,16
3016,42341,Abuja,Hot Veggie,5,0.381585648148148,After 9:00am,16
3017,42343,Abuja,Beef Suya,2,0.381608796296296,After 9:00am,12
3018,42351,Abuja,Chicken Suya,4,0.38162037037037,After 9:00am,16
3019,42345,Abuja,Extravaganza,4,0.38162037037037,After 9:00am,8
3020,42349,Ibadan,Pepperoni Feast,3,0.381643518518519,After 9:00am,16
3021,42352,Lekki,Veggie Supreme,4,0.381643518518519,After 9:00am,12
3022,42344,Surulere,Pepperoni Suya,3,0.381666666666667,After 9:00am,12
3023,42353,Surulere,Hot Pepperoni Feast,3,0.381666666666667,After 9:00am,16
3024,42351,Ikoyi,Chicken Bali,1,0.381678240740741,After 9:00am,8
3025,42353,Lekki,Hot Pepperoni Feast,5,0.381689814814815,After 9:00am,16
3026,42347,Ikoyi,Extravaganza,3,0.381724537037037,After 9:00am,8
3027,42346,Lekki,Pepperoni Feast,3,0.381736111111111,After 9:00am,16
3028,42350,Ikoyi,Margarita,1,0.381759259259259,After 9:00am,16
3029,42343,Surulere,Italiano,5,0.381770833333333,After 9:00am,12
3030,42351,Ibadan,Veggie Supreme,3,0.381782407407407,After 9:00am,12
3031,42351,Abuja,Pepperoni Feast,4,0.381793981481481,After 9:00am,16
3032,42343,Ikoyi,BBQ Chicken,5,0.381805555555556,After 9:00am,16
3033,42353,Ikoyi,Veggie Supreme,2,0.381828703703704,After 9:00am,12
3034,42350,Ibadan,Chicken Suya,3,0.381840277777778,After 9:00am,16
3035,42344,Abuja,Hot Veggie,4,0.381840277777778,After 9:00am,16
3036,42350,Lekki,Extravaganza,2,0.381875,After 9:00am,8
3037,42341,Abuja,Hot Veggie,2,0.381875,After 9:00am,16
3038,42346,Lekki,BBQ Chicken,2,0.381875,After 9:00am,16
3039,42350,Ikoyi,Chicken Legend,4,0.381886574074074,After 9:00am,8
3040,42346,Ibadan,Pepperoni Feast,3,0.381898148148148,After 9:00am,16
3041,42343,Surulere,Chicken Legend,3,0.381909722222222,After 9:00am,8
3042,42351,Ibadan,Extravaganza,4,0.381909722222222,After 9:00am,8
3043,42350,Lekki,Chicken Suya,5,0.381909722222222,After 9:00am,16
3044,42350,Surulere,Extravaganza,5,0.381956018518519,After 9:00am,8
3045,42351,Abuja,Hot Pepperoni Feast,5,0.381967592592593,After 9:00am,16
3046,42346,Surulere,Meatzaa,1,0.381967592592593,After 9:00am,8
3047,42343,Surulere,Pepperoni Suya,4,0.381979166666667,After 9:00am,12
3048,42345,Abuja,BBQ Philly Steak,4,0.381990740740741,After 9:00am,16
3049,42341,Abuja,Chicken Bali,5,0.381990740740741,After 9:00am,8
3050,42345,Ikoyi,Chicken Suya,2,0.381990740740741,After 9:00am,16
3051,42350,Ikoyi,BBQ Philly Steak,3,0.381990740740741,After 9:00am,16
3052,42353,Abuja,Meatzaa,3,0.382002314814815,After 9:00am,8
3053,42352,Ikoyi,Pepperoni Feast,5,0.382025462962963,After 9:00am,16
3054,42348,Ibadan,Beef Suya,5,0.382025462962963,After 9:00am,12
3055,42347,Abuja,Hot Veggie,1,0.382025462962963,After 9:00am,16
3056,42347,Abuja,Extravaganza,5,0.382037037037037,After 9:00am,8
3057,42348,Lekki,BBQ Philly Steak,1,0.382048611111111,After 9:00am,16
3058,42343,Lekki,Chicken Suya,4,0.382071759259259,After 9:00am,16
3059,42347,Lekki,Veggie Supreme,1,0.382071759259259,After 9:00am,12
3060,42351,Ikoyi,Beef Suya,5,0.382083333333333,After 9:00am,12
3061,42346,Surulere,Beef Suya,2,0.382083333333333,After 9:00am,12
3062,42342,Ibadan,Chicken Legend,4,0.382094907407407,After 9:00am,8
3063,42346,Ibadan,BBQ Chicken,2,0.382094907407407,After 9:00am,16
3064,42341,Lekki,Chicken Feast,2,0.382094907407407,After 9:00am,8
3065,42347,Abuja,Extravaganza,5,0.382118055555556,After 9:00am,8
3066,42342,Surulere,Pepperoni Suya,4,0.382141203703704,After 9:00am,12
3067,42348,Ibadan,BBQ Philly Steak,3,0.382152777777778,After 9:00am,16
3068,42343,Ibadan,BBQ Chicken,2,0.382152777777778,After 9:00am,16
3069,42343,Lekki,Chicken Legend,5,0.382164351851852,After 9:00am,8
3070,42341,Ikoyi,Extravaganza,2,0.3821875,After 9:00am,8
3071,42348,Surulere,Pepperoni Feast,5,0.382199074074074,After 9:00am,16
3072,42348,Surulere,Chicken Bali,5,0.382210648148148,After 9:00am,8
3073,42344,Abuja,Hot Veggie,1,0.382222222222222,After 9:00am,16
3074,42350,Ibadan,Pepperoni Feast,5,0.382222222222222,After 9:00am,16
3075,42346,Surulere,Italiano,3,0.382222222222222,After 9:00am,12
3076,42347,Lekki,Beef Suya,1,0.38224537037037,After 9:00am,12
3077,42344,Surulere,Chicken Suya,2,0.38224537037037,After 9:00am,16
3078,42342,Ikoyi,Beef Suya,2,0.38224537037037,After 9:00am,12
3079,42345,Ibadan,Chicken Feast,2,0.38224537037037,After 9:00am,8
3080,42349,Abuja,Veggie Supreme,3,0.382256944444444,After 9:00am,12
3081,42351,Ibadan,Hot Veggie,5,0.382256944444444,After 9:00am,16
3082,42347,Ibadan,Pepperoni Suya,2,0.382268518518519,After 9:00am,12
3083,42349,Abuja,Hot Veggie,5,0.382280092592593,After 9:00am,16
3084,42353,Abuja,Chicken Bali,2,0.382280092592593,After 9:00am,8
3085,42351,Ibadan,Margarita,1,0.382291666666667,After 9:00am,16
3086,42349,Surulere,Beef Suya,1,0.382291666666667,After 9:00am,12
3087,42342,Lekki,Pepperoni Feast,1,0.382291666666667,After 9:00am,16
3088,42352,Ikoyi,Pepperoni Feast,5,0.382291666666667,After 9:00am,16
3089,42343,Surulere,Margarita,4,0.382303240740741,After 9:00am,16
3090,42352,Ikoyi,Pepperoni Feast,1,0.382314814814815,After 9:00am,16
3091,42352,Lekki,BBQ Philly Steak,4,0.382349537037037,After 9:00am,16
3092,42345,Lekki,Italiano,4,0.382372685185185,After 9:00am,12
3093,42346,Abuja,Pepperoni Feast,1,0.382384259259259,After 9:00am,16
3094,42348,Lekki,Chicken Feast,4,0.382407407407407,After 9:00am,8
3095,42344,Ibadan,Pepperoni Feast,3,0.382407407407407,After 9:00am,16
3096,42344,Lekki,BBQ Philly Steak,4,0.382407407407407,After 9:00am,16
3097,42348,Lekki,Italiano,4,0.382418981481481,After 9:00am,12
3098,42345,Abuja,Hot Pepperoni Feast,4,0.382430555555556,After 9:00am,16
3099,42341,Lekki,Beef Suya,5,0.38244212962963,After 9:00am,12
3100,42346,Abuja,Chicken Bali,4,0.38244212962963,After 9:00am,8
3101,42343,Surulere,Veggie Supreme,2,0.382453703703704,After 9:00am,12
3102,42353,Surulere,Chicken Legend,4,0.382465277777778,After 9:00am,8
3103,42349,Abuja,Pepperoni Suya,3,0.382476851851852,After 9:00am,12
3104,42348,Surulere,Meatzaa,4,0.382488425925926,After 9:00am,8
3105,42347,Lekki,BBQ Philly Steak,4,0.3825,After 9:00am,16
3106,42343,Abuja,Hot Pepperoni Feast,5,0.382534722222222,After 9:00am,16
3107,42352,Lekki,Beef Suya,2,0.382534722222222,After 9:00am,12
3108,42345,Ibadan,Pepperoni Feast,2,0.382534722222222,After 9:00am,16
3109,42350,Surulere,Meatzaa,1,0.382569444444444,After 9:00am,8
3110,42345,Lekki,Pepperoni Suya,3,0.382569444444444,After 9:00am,12
3111,42343,Lekki,Veggie Supreme,4,0.382581018518519,After 9:00am,12
3112,42350,Ibadan,Meatzaa,1,0.382592592592593,After 9:00am,8
3113,42348,Abuja,BBQ Chicken,2,0.382592592592593,After 9:00am,16
3114,42351,Surulere,Chicken Suya,1,0.382604166666667,After 9:00am,16
3115,42346,Ibadan,Hot Veggie,5,0.382627314814815,After 9:00am,16
3116,42346,Ikoyi,Extravaganza,5,0.382627314814815,After 9:00am,8
3117,42349,Ikoyi,Chicken Legend,1,0.382638888888889,After 9:00am,8
3118,42352,Surulere,Hot Veggie,2,0.382638888888889,After 9:00am,16
3119,42344,Ibadan,Beef Suya,4,0.382650462962963,After 9:00am,12
3120,42343,Lekki,BBQ Chicken,3,0.382696759259259,After 9:00am,16
3121,42341,Abuja,Hot Pepperoni Feast,5,0.382719907407407,After 9:00am,16
3122,42350,Abuja,Italiano,1,0.38275462962963,After 9:00am,12
3123,42347,Abuja,Veggie Supreme,5,0.38275462962963,After 9:00am,12
3124,42347,Lekki,BBQ Chicken,3,0.382777777777778,After 9:00am,16
3125,42346,Ibadan,Beef Suya,1,0.382800925925926,After 9:00am,12
3126,42341,Ikoyi,Chicken Feast,2,0.3828125,After 9:00am,8
3127,42350,Ibadan,BBQ Philly Steak,1,0.3828125,After 9:00am,16
3128,42351,Ikoyi,BBQ Philly Steak,2,0.382824074074074,After 9:00am,16
3129,42352,Ibadan,Meatzaa,3,0.382847222222222,After 9:00am,8
3130,42353,Ikoyi,Extravaganza,1,0.382847222222222,After 9:00am,8
3131,42350,Abuja,Hot Veggie,5,0.382858796296296,After 9:00am,16
3132,42349,Abuja,Chicken Suya,5,0.382858796296296,After 9:00am,16
3133,42343,Lekki,Extravaganza,5,0.382858796296296,After 9:00am,8
3134,42344,Surulere,Extravaganza,5,0.38287037037037,After 9:00am,8
3135,42353,Ibadan,Pepperoni Suya,5,0.382893518518518,After 9:00am,12
3136,42347,Ibadan,Margarita,1,0.382893518518518,After 9:00am,16
3137,42346,Ibadan,Hot Veggie,1,0.382893518518518,After 9:00am,16
3138,42352,Ikoyi,Pepperoni Suya,2,0.382893518518518,After 9:00am,12
3139,42346,Ibadan,Pepperoni Suya,3,0.382916666666667,After 9:00am,12
3140,42343,Lekki,Hot Pepperoni Feast,2,0.382928240740741,After 9:00am,16
3141,42346,Ikoyi,Chicken Bali,1,0.382928240740741,After 9:00am,8
3142,42345,Surulere,Margarita,3,0.382928240740741,After 9:00am,16
3143,42345,Lekki,Extravaganza,5,0.382974537037037,After 9:00am,8
3144,42341,Ibadan,BBQ Philly Steak,3,0.383009259259259,After 9:00am,16
3145,42341,Abuja,Chicken Suya,5,0.383009259259259,After 9:00am,16
3146,42341,Surulere,Chicken Legend,2,0.383009259259259,After 9:00am,8
3147,42352,Ikoyi,Veggie Supreme,2,0.383020833333333,After 9:00am,12
3148,42352,Abuja,Beef Suya,1,0.383020833333333,After 9:00am,12
3149,42345,Lekki,Margarita,1,0.383032407407407,After 9:00am,16
3150,42348,Lekki,Chicken Feast,2,0.383032407407407,After 9:00am,8
3151,42352,Abuja,Meatzaa,3,0.383043981481482,After 9:00am,8
3152,42349,Ibadan,Margarita,1,0.383043981481482,After 9:00am,16
3153,42353,Lekki,Extravaganza,2,0.383043981481482,After 9:00am,8
3154,42343,Abuja,Chicken Feast,2,0.38306712962963,After 9:00am,8
3155,42346,Lekki,Chicken Suya,5,0.383090277777778,After 9:00am,16
3156,42346,Ikoyi,Margarita,3,0.383090277777778,After 9:00am,16
